contributors,coordinates,created_at,display_text_range,extended_entities,extended_tweet,extended_tweet-full_text,favorite_count,favorited,filter_level,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quote_count,quoted_status-extended_tweet-full_text,quoted_status-text,quoted_status-user-screen_name,quoted_status_id,quoted_status_id_str,reply_count,retweet_count,retweeted,source,text,timestamp_ms,truncated,user-screen_name
,,Tue Jan 30 19:28:20 +0000 2018,"[15, 140]",,"{'full_text': '@johnpavlovitz Obviously Stephen Miller, @KellyannePolls and @PressSec were unaware their favorite show was on when they scheduled #SOTU. Deplorables nationwide and scrambling to learn how to work a DVR. #BoycottStateOfTheUnion https://t.co/42RKlwmZdG', 'display_text_range': [15, 227], 'entities': {'hashtags': [{'text': 'SOTU', 'indices': [131, 136]}, {'text': 'BoycottStateOfTheUnion', 'indices': [204, 227]}], 'urls': [], 'user_mentions': [{'screen_name': 'johnpavlovitz', 'name': 'John Pavlovitz', 'id': 493714995, 'id_str': '493714995', 'indices': [0, 14]}, {'screen_name': 'KellyannePolls', 'name': 'Kellyanne Conway', 'id': 471672239, 'id_str': '471672239', 'indices': [41, 56]}, {'screen_name': 'PressSec', 'name': 'Sarah Sanders', 'id': 818927131883356161, 'id_str': '818927131883356161', 'indices': [61, 70]}], 'symbols': [], 'media': [{'id': 958421626810523651, 'id_str': '958421626810523651', 'indices': [228, 251], 'media_url': 'http://pbs.twimg.com/media/DUz_ZEMX4AMTTDJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DUz_ZEMX4AMTTDJ.jpg', 'url': 'https://t.co/42RKlwmZdG', 'display_url': 'pic.twitter.com/42RKlwmZdG', 'expanded_url': 'https://twitter.com/ChiefsHeadCoach/status/958421640311918594/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 958421626810523651, 'id_str': '958421626810523651', 'indices': [228, 251], 'media_url': 'http://pbs.twimg.com/media/DUz_ZEMX4AMTTDJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DUz_ZEMX4AMTTDJ.jpg', 'url': 'https://t.co/42RKlwmZdG', 'display_url': 'pic.twitter.com/42RKlwmZdG', 'expanded_url': 'https://twitter.com/ChiefsHeadCoach/status/958421640311918594/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}}","@johnpavlovitz Obviously Stephen Miller, @KellyannePolls and @PressSec were unaware their favorite show was on when they scheduled #SOTU. Deplorables nationwide and scrambling to learn how to work a DVR. #BoycottStateOfTheUnion https://t.co/42RKlwmZdG",0,False,low,,958421640311918594,958421640311918594,johnpavlovitz,9.583527647567462e+17,958352764756746240,493714995,493714995,False,en,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@johnpavlovitz Obviously Stephen Miller, @KellyannePolls and @PressSec were unaware their favorite show was on when… https://t.co/Oxg76YYwEr",1517340500320,True,ChiefsHeadCoach
,,Tue Jan 30 14:22:04 +0000 2018,"[19, 140]",,"{'full_text': ""@FoxNews @PressSec Deer diary, The state of the Uniom has never been so strowng. Bigly growth, bangin´ porn stars, not at all an angry trofy wife, Obama's strong ekonomy, know tremendus losses only wining. #MAGA #SOTU"", 'display_text_range': [19, 217], 'entities': {'hashtags': [{'text': 'MAGA', 'indices': [206, 211]}, {'text': 'SOTU', 'indices': [212, 217]}], 'urls': [], 'user_mentions': [{'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [0, 8]}, {'screen_name': 'PressSec', 'name': 'Sarah Sanders', 'id': 818927131883356161, 'id_str': '818927131883356161', 'indices': [9, 18]}], 'symbols': []}}","@FoxNews @PressSec Deer diary, The state of the Uniom has never been so strowng. Bigly growth, bangin´ porn stars, not at all an angry trofy wife, Obama's strong ekonomy, know tremendus losses only wining. #MAGA #SOTU",0,False,low,,958344565139935232,958344565139935232,FoxNews,9.5834196539281e+17,958341965392809984,1367531,1367531,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@FoxNews @PressSec Deer diary, The state of the Uniom has never been so strowng. Bigly growth, bangin´ porn stars,… https://t.co/2i0Upo3oYF",1517322124167,True,MangledApricot
,,Wed Jan 31 01:24:20 +0000 2018,"[12, 56]","{'media': [{'id': 958511227973619713, 'id_str': '958511227973619713', 'indices': [57, 80], 'media_url': 'http://pbs.twimg.com/media/DU1Q4iiXUAEHk1y.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU1Q4iiXUAEHk1y.jpg', 'url': 'https://t.co/AbwZTsUTKa', 'display_url': 'pic.twitter.com/AbwZTsUTKa', 'expanded_url': 'https://twitter.com/coolhand7a/status/958511232541249536/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 639, 'h': 639, 'resize': 'fit'}, 'large': {'w': 639, 'h': 639, 'resize': 'fit'}, 'small': {'w': 639, 'h': 639, 'resize': 'fit'}}}]}",,,0,False,low,,958511232541249536,958511232541249536,MarkWarner,9.584477978245202e+17,958447797824520194,7429102,7429102,False,und,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MarkWarner #sotu #ReleaseTheMemoNow  #drainthedeepstate https://t.co/AbwZTsUTKa,1517361860772,False,coolhand7a
,,Wed Jan 31 00:53:40 +0000 2018,"[12, 135]",,,,0,False,low,,958503514497363968,958503514497363968,WhiteHouse,9.58501593187541e+17,958501593187540998,822215673812119553,822215673812119553,False,en,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@WhiteHouse #BOYCOTTSOTU
#BOYCOTT
#SOTU 
#StateOfTheDream INSTEAD
:
https://t.co/aCwIfqoBYQ … …
There will be PLENTY or RECAPPING later",1517360020647,False,HollywoodDebi
,,Wed Jan 31 02:54:07 +0000 2018,,,,,0,False,low,,958533826921320448,958533826921320448,AmesCG,9.585338239559803e+17,958533823955980288,18587173,18587173,False,en,"{'id': '011add077f4d2da3', 'url': 'https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', 'place_type': 'city', 'name': 'Brooklyn', 'full_name': 'Brooklyn, NY', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]}, 'attributes': {}}",False,0,,,,,,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","There is *no connection* between immigration and crime, as analysis after analysis has shown. #bcj #sotu (2/3) https://t.co/2Zam8VFpuG",1517367247692,False,AmesCG
,,Wed Jan 31 03:13:55 +0000 2018,"[12, 47]",,,,0,False,low,,958538809670623232,958538809670623232,BobLawson8,9.585357294575288e+17,958535729457528833,2188618777,2188618777,True,en,,False,0,"Was the black unemployment rate the lowest ever recorded? Verified, this is true, according to the Bureau of Labor Statistics. #SOTU #Verify https://t.co/ErabKfbIpa","Was the black unemployment rate the lowest ever recorded? Verified, this is true, according to the Bureau of Labor… https://t.co/zYlhcnT7zl",wusa9,9.585359392944005e+17,958535939294400512,0,0,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@BobLawson8 Here's one: https://t.co/e7Idr7sbo8,1517368435672,False,wusa9
,,Wed Jan 31 03:23:54 +0000 2018,"[29, 140]",,"{'full_text': '@sadieldy777 @atDavidHoffman Usually the rebuttal airs directly afterwards &amp; on the same channels that aired the #SOTU I’m sure CNN will show it', 'display_text_range': [29, 148], 'entities': {'hashtags': [{'text': 'SOTU', 'indices': [117, 122]}], 'urls': [], 'user_mentions': [{'screen_name': 'sadieldy777', 'name': 'Sadie Knight', 'id': 796921997016109056, 'id_str': '796921997016109056', 'indices': [0, 12]}, {'screen_name': 'atDavidHoffman', 'name': 'David Hoffman', 'id': 616737225, 'id_str': '616737225', 'indices': [13, 28]}], 'symbols': []}}",@sadieldy777 @atDavidHoffman Usually the rebuttal airs directly afterwards &amp; on the same channels that aired the #SOTU I’m sure CNN will show it,0,False,low,,958541322490609666,958541322490609666,sadieldy777,9.585398939569275e+17,958539893956927489,796921997016109056,796921997016109056,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@sadieldy777 @atDavidHoffman Usually the rebuttal airs directly afterwards &amp; on the same channels that aired the… https://t.co/tDff9Km8ru,1517369034775,True,Eviljohna
,,Wed Jan 31 01:41:36 +0000 2018,"[117, 140]",,"{'full_text': '@Chetna28724049 @SecNielsen @DHSgov @POTUS @FareedZakaria @tvasianetwork @NPR @ABC @abc15 @CNN @CNNPolitics @foxandfriends @VICE @nytimes @nytpolitics These women waited for the #GreenCardBacklog to finish. It is unfair to take away right to work authorization away from those who waited in lines for decades # H4EAD #SaveH4EAD #DontRevokeH4EAD @CNN @FoxNews @businessinsider @WSJ #BreakTheBacklog #EmploymentBasedGreenCards #SOTU', 'display_text_range': [151, 430], 'entities': {'hashtags': [{'text': 'GreenCardBacklog', 'indices': [178, 195]}, {'text': 'SaveH4EAD', 'indices': [317, 327]}, {'text': 'DontRevokeH4EAD', 'indices': [328, 344]}, {'text': 'BreakTheBacklog', 'indices': [381, 397]}, {'text': 'EmploymentBasedGreenCards', 'indices': [398, 424]}, {'text': 'SOTU', 'indices': [425, 430]}], 'urls': [], 'user_mentions': [{'screen_name': 'Chetna28724049', 'name': 'Chetna', 'id': 958481361546788866, 'id_str': '958481361546788866', 'indices': [0, 15]}, {'screen_name': 'SecNielsen', 'name': 'Sec. Kirstjen Nielsen', 'id': 935148134505828353, 'id_str': '935148134505828353', 'indices': [16, 27]}, {'screen_name': 'DHSgov', 'name': 'Homeland Security', 'id': 15647676, 'id_str': '15647676', 'indices': [28, 35]}, {'screen_name': 'POTUS', 'name': 'President Trump', 'id': 822215679726100480, 'id_str': '822215679726100480', 'indices': [36, 42]}, {'screen_name': 'FareedZakaria', 'name': 'Fareed Zakaria', 'id': 41814169, 'id_str': '41814169', 'indices': [43, 57]}, {'screen_name': 'tvasianetwork', 'name': 'TV ASIA', 'id': 297553808, 'id_str': '297553808', 'indices': [58, 72]}, {'screen_name': 'NPR', 'name': 'NPR', 'id': 5392522, 'id_str': '5392522', 'indices': [73, 77]}, {'screen_name': 'ABC', 'name': 'ABC News', 'id': 28785486, 'id_str': '28785486', 'indices': [78, 82]}, {'screen_name': 'abc15', 'name': 'ABC15 Arizona', 'id': 9721292, 'id_str': '9721292', 'indices': [83, 89]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [90, 94]}, {'screen_name': 'CNNPolitics', 'name': 'CNN Politics', 'id': 13850422, 'id_str': '13850422', 'indices': [95, 107]}, {'screen_name': 'foxandfriends', 'name': 'FOX & friends', 'id': 15513604, 'id_str': '15513604', 'indices': [108, 122]}, {'screen_name': 'VICE', 'name': 'VICE', 'id': 23818581, 'id_str': '23818581', 'indices': [123, 128]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [129, 137]}, {'screen_name': 'nytpolitics', 'name': 'NYT Politics', 'id': 14434063, 'id_str': '14434063', 'indices': [138, 150]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [345, 349]}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [350, 358]}, {'screen_name': 'businessinsider', 'name': 'Business Insider', 'id': 20562637, 'id_str': '20562637', 'indices': [359, 375]}, {'screen_name': 'WSJ', 'name': 'The Wall Street Journal', 'id': 3108351, 'id_str': '3108351', 'indices': [376, 380]}], 'symbols': []}}",@Chetna28724049 @SecNielsen @DHSgov @POTUS @FareedZakaria @tvasianetwork @NPR @ABC @abc15 @CNN @CNNPolitics @foxandfriends @VICE @nytimes @nytpolitics These women waited for the #GreenCardBacklog to finish. It is unfair to take away right to work authorization away from those who waited in lines for decades # H4EAD #SaveH4EAD #DontRevokeH4EAD @CNN @FoxNews @businessinsider @WSJ #BreakTheBacklog #EmploymentBasedGreenCards #SOTU,0,False,low,,958515575327809542,958515575327809542,Chetna28724049,9.584945841321574e+17,958494584132157440,958481361546788866,958481361546788866,False,en,,,0,,,,,,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@Chetna28724049 @SecNielsen @DHSgov @POTUS @FareedZakaria @tvasianetwork @NPR @ABC @abc15 @CNN @CNNPolitics… https://t.co/Y7ogYvOre0,1517362896173,True,versus273
,,Tue Jan 30 18:33:28 +0000 2018,"[10, 49]",,,,0,False,low,,958407832071700480,958407832071700480,CarolHLN,9.584061446234931e+17,958406144623493120,126629610,126629610,True,en,,False,0,,#CNN anchor Carol Costello actually thought Michelle Obama signs things into law.Officially dumbest network in media http://t.co/BtdnBBn6G5,EntheosShines,4.71733336319488e+17,471733336319488000,0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CarolHLN Memories #SOTU

https://t.co/LUu3wLD3Fd",1517337208179,False,EntheosShines
,,Tue Jan 30 19:08:48 +0000 2018,"[0, 109]",,,,0,False,low,,958416723409072130,958416723409072130,ICEgov,,,39384517,39384517,True,und,,False,0,This illegal alien raped a 7-year-old and then blamed it on black magic. Who feels his photo should be on every Democrat's seat during the State Of the Union #SOTU #RealTalk #Waynestake https://t.co/tsONQGayhH,This illegal alien raped a 7-year-old and then blamed it on black magic. Who feels his photo should be on every Dem… https://t.co/lpRieZfRuA,WayneDupreeShow,9.582421413392466e+17,958242141339246592,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ICEgov @realDonaldTrump @Scaramucci @PressSec @DevinNunes @SpeakerRyan @jeffsessions @JudgeJeanine 😡🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/jAQ5TY7Jtv,1517339328039,False,maucrews
,,Tue Jan 30 23:39:35 +0000 2018,"[22, 140]",,"{'full_text': '@WhiteHouse @PressSec If you think 🤔 you’ve heard all of the Lies think Again. Saving some of the Best for Tonight #sotu🖕 https://t.co/REeDkO0Q5O', 'display_text_range': [22, 121], 'entities': {'hashtags': [{'text': 'sotu', 'indices': [115, 120]}], 'urls': [], 'user_mentions': [{'screen_name': 'WhiteHouse', 'name': 'The White House', 'id': 822215673812119553, 'id_str': '822215673812119553', 'indices': [0, 11]}, {'screen_name': 'PressSec', 'name': 'Sarah Sanders', 'id': 818927131883356161, 'id_str': '818927131883356161', 'indices': [12, 21]}], 'symbols': [], 'media': [{'id': 958484864436703232, 'id_str': '958484864436703232', 'indices': [122, 145], 'media_url': 'http://pbs.twimg.com/media/DU045-tWkAA_OuG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU045-tWkAA_OuG.jpg', 'url': 'https://t.co/REeDkO0Q5O', 'display_url': 'pic.twitter.com/REeDkO0Q5O', 'expanded_url': 'https://twitter.com/zenithguy/status/958484868471681025/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 568, 'h': 253, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 568, 'h': 253, 'resize': 'fit'}, 'large': {'w': 568, 'h': 253, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 958484864436703232, 'id_str': '958484864436703232', 'indices': [122, 145], 'media_url': 'http://pbs.twimg.com/media/DU045-tWkAA_OuG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU045-tWkAA_OuG.jpg', 'url': 'https://t.co/REeDkO0Q5O', 'display_url': 'pic.twitter.com/REeDkO0Q5O', 'expanded_url': 'https://twitter.com/zenithguy/status/958484868471681025/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 568, 'h': 253, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 568, 'h': 253, 'resize': 'fit'}, 'large': {'w': 568, 'h': 253, 'resize': 'fit'}}}]}}",@WhiteHouse @PressSec If you think 🤔 you’ve heard all of the Lies think Again. Saving some of the Best for Tonight #sotu🖕 https://t.co/REeDkO0Q5O,0,False,low,,958484868471681025,958484868471681025,WhiteHouse,9.584839251811287e+17,958483925181128704,822215673812119553,822215673812119553,False,en,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@WhiteHouse @PressSec If you think 🤔 you’ve heard all of the Lies think Again. Saving some of the Best for Tonight… https://t.co/WU4bNM6IJb,1517355575088,True,zenithguy
,,Wed Jan 31 00:40:42 +0000 2018,"[0, 23]",,,,0,False,low,,958500250150424576,958500250150424576,Chairmnoomowmow,,,1075460258,1075460258,True,und,,True,0,,"#SOTU ⭐ Poll Question

Would you like to see @ICEgov arrest the illegals invited by democrats ? ⬇⬇⬇

#SOTU2018 
#StateOfTheUnion",renomarky,9.584987706180772e+17,958498770618077185,0,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Chairmnoomowmow 
#SOTU https://t.co/rM6pMsgWwk",1517359242366,False,renomarky
,,Tue Jan 30 16:04:39 +0000 2018,"[22, 97]","{'media': [{'id': 958370379050860545, 'id_str': '958370379050860545', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/media/DUzQyDaVQAE-NHt.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DUzQyDaVQAE-NHt.jpg', 'url': 'https://t.co/xlN1k9GpZO', 'display_url': 'pic.twitter.com/xlN1k9GpZO', 'expanded_url': 'https://twitter.com/PushbackcatsCa/status/958370381995233280/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 340, 'h': 291, 'resize': 'fit'}, 'large': {'w': 340, 'h': 291, 'resize': 'fit'}, 'medium': {'w': 340, 'h': 291, 'resize': 'fit'}}}]}",,,0,False,low,,958370381995233280,958370381995233280,tracybeanz,9.583691651481231e+17,958369165148123138,24822993,24822993,False,en,,False,0,,,,,,0,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tracybeanz @dbongino #SOTU #ReleaseTheMemo #MAGA #TheGreatAwakening 
The rats are scrambling.... https://t.co/xlN1k9GpZO",1517328279385,False,PushbackcatsCa
