contributors,coordinates,created_at,extended_entities,favorite_count,favorited,filter_level,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quote_count,quoted_status-extended_tweet-full_text,quoted_status-text,quoted_status-user-screen_name,quoted_status_id,quoted_status_id_str,reply_count,retweet_count,retweeted,retweeted_status-extended_tweet-full_text,retweeted_status-text,retweeted_status-user-screen_name,source,text,timestamp_ms,truncated,user-screen_name,withheld_in_countries
,,Wed Jan 31 03:37:49 +0000 2018,,0,False,low,,958544824487088129,958544824487088129,,,,,,False,en,,,0,,,,,,0,0,False,,BUILD THAT WALL. For the love of God. BUILD THAT WALL. #SOTU,TomiLahren,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TomiLahren: BUILD THAT WALL. For the love of God. BUILD THAT WALL. #SOTU,1517369869716,False,michaelsolakiew,
,,Wed Jan 31 03:37:07 +0000 2018,,0,False,low,,958544648775127041,958544648775127041,,,,,,False,en,,,0,,,,,,0,0,False,,"If we trust in our God, we'll never fail! 

President has brought faith, Hope and God back to our great nation in one year! 

#SOTU #MAGA",LizCrokin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LizCrokin: If we trust in our God, we'll never fail! 

President has brought faith, Hope and God back to our great nation in one year!…",1517369827823,False,atroussov,
,,Wed Jan 31 02:48:32 +0000 2018,,0,False,low,,958532421661659136,958532421661659136,,,,,,False,en,,,0,,,,,,0,0,False,,"Trump mentions the devastating hurricanes. Today, FEMA announced it is cutting off food and other aid to Puerto Rico. #SOTU",JoyAnnReid,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JoyAnnReid: Trump mentions the devastating hurricanes. Today, FEMA announced it is cutting off food and other aid to Puerto Rico. #SOTU",1517366912652,False,crose84,
,,Wed Jan 31 03:24:39 +0000 2018,,0,False,low,,958541511288807424,958541511288807424,,,,,,False,en,,,0,,,,,,0,0,False,"We are literally moments away from Trump giving his first and likely last State of the Union Address.

And the State of our Union is as Weak as it has ever been in over 140 years
#SOTU #StateofOurUnion","We are literally moments away from Trump giving his first and likely last State of the Union Address.

And the Stat… https://t.co/rSB4ZxYFai",krassenstein,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @krassenstein: We are literally moments away from Trump giving his first and likely last State of the Union Address.

And the State of o…",1517369079788,False,colaresisle,
,,Wed Jan 31 03:03:06 +0000 2018,,0,False,low,,958536085415460865,958536085415460865,,,,,,False,en,,,0,,,,,,0,0,False,So I'm reading that the sexual predator had the audacity to mention the devastating hurricanes when just today FEMA announced that they are cutting off food and all other aid to Puerto Rico. Pure evil. #SOTU,So I'm reading that the sexual predator had the audacity to mention the devastating hurricanes when just today FEMA… https://t.co/4Z3drCgWjQ,TheRickyDavila,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheRickyDavila: So I'm reading that the sexual predator had the audacity to mention the devastating hurricanes when just today FEMA ann…,1517367786159,False,thedreadedaw,
,,Wed Jan 31 02:45:42 +0000 2018,,0,False,low,,958531708743274496,958531708743274496,,,,,,False,en,,,0,,,,,,0,0,False,Beauty of America's soul are the protesters on the street showing what it means to be American and to insist on protecting our democracy. #SOTU,Beauty of America's soul are the protesters on the street showing what it means to be American and to insist on pro… https://t.co/82HFFHgmJx,Public_Citizen,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @Public_Citizen: Beauty of America's soul are the protesters on the street showing what it means to be American and to insist on protect…,1517366742679,False,JamesTLockhart,
,,Wed Jan 31 03:08:14 +0000 2018,,0,False,low,,958537379265982464,958537379265982464,,,,,,False,en,,,0,,,,,,0,0,False,"So, from what I'm reading, sexual predator trump spent the entire first half complimenting himself, complimenting his false achievements, clapping to himself, talking about fake unity then insulting the NFL.......Racist Moron. #SOTU","So, from what I'm reading, sexual predator trump spent the entire first half complimenting himself, complimenting h… https://t.co/Duoev9fBnj",TheRickyDavila,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheRickyDavila: So, from what I'm reading, sexual predator trump spent the entire first half complimenting himself, complimenting his f…",1517368094637,False,davidpsdem,
,,Wed Jan 31 03:04:58 +0000 2018,,0,False,low,,958536557803266048,958536557803266048,,,,,,False,en,,,0,,,,,,0,0,False,,Merit based immigration is the best immigration. #SOTU,GayRepublicSwag,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @GayRepublicSwag: Merit based immigration is the best immigration. #SOTU,1517367898785,False,laamigable21,
,,Wed Jan 31 03:21:50 +0000 2018,,0,False,low,,958540802170466305,958540802170466305,,,,,,False,en,,,0,,,,,,0,0,False,"Trump says weakness breeds conflict, on the same day he delivered Putin exactly what he wanted on sanctions, in unilateral rejection of bipartisan legislation. #SOTU","Trump says weakness breeds conflict, on the same day he delivered Putin exactly what he wanted on sanctions, in uni… https://t.co/YbrfBTcEN6",Shakestweetz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Shakestweetz: Trump says weakness breeds conflict, on the same day he delivered Putin exactly what he wanted on sanctions, in unilatera…",1517368910721,False,likessailboats,
,,Wed Jan 31 02:57:06 +0000 2018,,0,False,low,,958534578226057217,958534578226057217,,,,,,False,en,,,0,,,,,,0,0,False,,For ALL AMERICANS! #sotu,TomiLahren,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TomiLahren: For ALL AMERICANS! #sotu,1517367426817,False,buckpolitics,
,,Wed Jan 31 03:03:00 +0000 2018,,0,False,low,,958536062241878016,958536062241878016,,,,,,False,en,,,0,,,,,,0,0,False,"Congress must REJECT Trump's immigration plan.

Trump’s latest immigration plan builds on a clear pattern of racist policymaking.

#SOTU #StateOfTheDream #StateOfOurUnion

Op-Ed by @CrisAlexJimenez: https://t.co/PiZrNr97xc https://t.co/6SzP9jos1J","Congress must REJECT Trump's immigration plan.

Trump’s latest immigration plan builds on a clear pattern of racist… https://t.co/3870Fn4Iyw",UNITEDWEDREAM,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @UNITEDWEDREAM: Congress must REJECT Trump's immigration plan.

Trump’s latest immigration plan builds on a clear pattern of racist poli…",1517367780634,False,WaffleSundays,
,,Wed Jan 31 03:49:33 +0000 2018,"{'media': [{'id': 958546892891148289, 'id_str': '958546892891148289', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/media/DU1xUgtU0AEn_-6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU1xUgtU0AEn_-6.jpg', 'url': 'https://t.co/ZDvdfVUmXs', 'display_url': 'pic.twitter.com/ZDvdfVUmXs', 'expanded_url': 'https://twitter.com/WhiteHouse/status/958546897412771843/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'source_status_id': 958546897412771843, 'source_status_id_str': '958546897412771843', 'source_user_id': 822215673812119553, 'source_user_id_str': '822215673812119553'}]}",0,False,low,,958547777138626560,958547777138626560,,,,,,False,en,,True,0,,,,,,0,0,False,,Meet Ashlee Leppert: https://t.co/nT5Y9ywiwb #SOTU https://t.co/ZDvdfVUmXs,WhiteHouse,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @WhiteHouse: Meet Ashlee Leppert: https://t.co/nT5Y9ywiwb #SOTU https://t.co/ZDvdfVUmXs,1517370573683,False,DorianSoudjian,
,,Wed Jan 31 03:51:46 +0000 2018,,0,False,low,,958548334758645761,958548334758645761,,,,,,False,en,,False,0,,,,,,0,0,False,,"HuffPo mocked Otto Warmbier's torture and death.

HuffPo endorses murder.

#SOTU

https://t.co/ybBQfrEQwh",Cernovich,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Cernovich: HuffPo mocked Otto Warmbier's torture and death.

HuffPo endorses murder.

#SOTU

https://t.co/ybBQfrEQwh",1517370706630,False,FightingChase,
,,Wed Jan 31 03:29:38 +0000 2018,"{'media': [{'id': 958533891387617280, 'id_str': '958533891387617280', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/DU1lfuVU8AAwBXU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU1lfuVU8AAwBXU.jpg', 'url': 'https://t.co/g5rexPd5Pr', 'display_url': 'pic.twitter.com/g5rexPd5Pr', 'expanded_url': 'https://twitter.com/WhiteHouse/status/958533893661044736/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 512, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 512, 'resize': 'fit'}, 'small': {'w': 680, 'h': 340, 'resize': 'fit'}}, 'source_status_id': 958533893661044736, 'source_status_id_str': '958533893661044736', 'source_user_id': 822215673812119553, 'source_user_id_str': '822215673812119553'}]}",0,False,low,,958542765041864706,958542765041864706,,,,,,False,en,,False,0,,,,,,0,0,False,,"""Because Americans are dreamers too."" #SOTU https://t.co/g5rexPd5Pr",WhiteHouse,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @WhiteHouse: ""Because Americans are dreamers too."" #SOTU https://t.co/g5rexPd5Pr",1517369378706,False,BennyHCarroll,
,,Wed Jan 31 02:34:35 +0000 2018,,0,False,low,,958528911201234945,958528911201234945,,,,,,False,en,,,0,,,,,,0,0,False,,"I'm tearing up again. 

You can tell President Trump loves our country so much. His heart is in this. 

#SOTU #StateOfOurUnion",ScottPresler,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ScottPresler: I'm tearing up again. 

You can tell President Trump loves our country so much. His heart is in this. 

#SOTU #StateOfOur…",1517366075693,False,annespo,
,,Wed Jan 31 02:12:42 +0000 2018,,0,False,low,,958523404679811072,958523404679811072,,,,,,False,en,,,0,,,,,,0,0,False,,This is Donald Trumps dream - to be in a chamber full of important people who have no choice but to stand and cheer for him. #SOTU,JoyAnnReid,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JoyAnnReid: This is Donald Trumps dream - to be in a chamber full of important people who have no choice but to stand and cheer for him…,1517364762836,False,jmcconnell522,
,,Wed Jan 31 02:38:20 +0000 2018,,0,False,low,,958529855276007424,958529855276007424,,,,,,False,en,,,0,,,,,,0,0,False,,".@POTUS: ""Americans love their country.  And they deserve a government that shows them the same love and loyalty in return."" #SOTU",PressSec,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @PressSec: .@POTUS: ""Americans love their country.  And they deserve a government that shows them the same love and loyalty in return.""…",1517366300778,False,StrangeLunaMari,
,,Wed Jan 31 03:43:46 +0000 2018,,0,False,low,,958546322075865088,958546322075865088,,,,,,False,en,,,0,,,,,,0,0,False,Trump mentioned Puerto Rico only once—at the VERY beginning of his speech tonight—and ignored the realities of life on the island four months after Maria #SOTU,Trump mentioned Puerto Rico only once—at the VERY beginning of his speech tonight—and ignored the realities of life… https://t.co/zgTxluvmNX,EARTH3R,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @EARTH3R: Trump mentioned Puerto Rico only once—at the VERY beginning of his speech tonight—and ignored the realities of life on the isl…,1517370226769,False,michelleking66,
,,Wed Jan 31 02:50:57 +0000 2018,,0,False,low,,958533030297026560,958533030297026560,,,,,,False,en,,,0,,,,,,0,0,False,"Trump goes for the ""immigrants are savage killers"" gambit with a story about a killing by MS-13. Yep, we are well into the Stephen Miller portion of our evening. #SOTU","Trump goes for the ""immigrants are savage killers"" gambit with a story about a killing by MS-13. Yep, we are well i… https://t.co/ty1tkuOrU3",JoyAnnReid,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JoyAnnReid: Trump goes for the ""immigrants are savage killers"" gambit with a story about a killing by MS-13. Yep, we are well into the…",1517367057762,False,rychemom,
,,Wed Jan 31 02:46:33 +0000 2018,,0,False,low,,958531922573094912,958531922573094912,,,,,,False,en,,,0,,,,,,0,0,False,The Congressional Black Caucus just refused to clap when Trump talks about the African-American unemployment being the lowest in history... #SOTU,The Congressional Black Caucus just refused to clap when Trump talks about the African-American unemployment being… https://t.co/j16GI9u6Sg,KatiePavlich,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @KatiePavlich: The Congressional Black Caucus just refused to clap when Trump talks about the African-American unemployment being the lo…,1517366793660,False,moviebill52,
,,Wed Jan 31 03:06:17 +0000 2018,,0,False,low,,958536889316904960,958536889316904960,,,,,,False,en,,,0,,,,,,0,0,False,,Dems booing over Trump's calls to end chain migration #SOTU,KatiePavlich,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @KatiePavlich: Dems booing over Trump's calls to end chain migration #SOTU,1517367977824,False,sapmcdowell,
,,Wed Jan 31 02:46:33 +0000 2018,,0,False,low,,958531922694729729,958531922694729729,,,,,,False,en,,False,0,,,,,,0,0,False,"Watch Live: President Trump's First State Of The Union Address

&gt;&gt;&gt; Tune In: https://t.co/OQtch0tDED &lt;&lt;&lt;
Backup Feed: https://t.co/lYe1gX0e09
#SOTU #StateOfOurUnion #MAGA #Infowars #USA 🇺🇸
https://t.co/556AwHDIrK","Watch Live: President Trump's First State Of The Union Address

&gt;&gt;&gt; Tune In: https://t.co/OQtch0tDED &lt;&lt;&lt;
Backup Fee… https://t.co/DXwmArCNWO",RealAlexJones,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RealAlexJones: Watch Live: President Trump's First State Of The Union Address

&gt;&gt;&gt; Tune In: https://t.co/OQtch0tDED &lt;&lt;&lt;
Backup Feed: ht…",1517366793689,False,thehuffherd,
,,Wed Jan 31 03:02:53 +0000 2018,,0,False,low,,958536033448153090,958536033448153090,,,,,,False,en,,,0,,,,,,0,0,False,"“I am asking both parties to come together to give us the safe, fast, reliable, and modern infrastructure our economy needs and our people deserve.” #SOTU","“I am asking both parties to come together to give us the safe, fast, reliable, and modern infrastructure our econo… https://t.co/knM4tXB3w9",CassandraRules,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @CassandraRules: “I am asking both parties to come together to give us the safe, fast, reliable, and modern infrastructure our economy n…",1517367773769,False,aerochic65,
,,Wed Jan 31 03:54:10 +0000 2018,,0,False,low,,958548939472621568,958548939472621568,,,,,,False,en,,,0,,,,,,0,0,False,"Trump Tweets: Watch all Trump's twitter traffic--in real-time. I built this tool for you. #SOTU 
👉 https://t.co/pUZvzTaVhZ https://t.co/mwQ6k9ZKoH","Trump Tweets: Watch all Trump's twitter traffic--in real-time. I built this tool for you. #SOTU 
👉… https://t.co/AuEectmt70",thebradfordfile,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Trump Tweets: Watch all Trump's twitter traffic--in real-time. I built this tool for you. #SOTU 
👉 https://t.co/pUZvzT…",1517370850805,False,rick_maddox,
,,Wed Jan 31 03:33:01 +0000 2018,,0,False,low,,958543617156464640,958543617156464640,,,,,,False,en,,,0,,,,,,0,0,False,,USA USA! The Democrat's ears are surely bleeding now. #SOTU,TomiLahren,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TomiLahren: USA USA! The Democrat's ears are surely bleeding now. #SOTU,1517369581866,False,Be17812369Laura,
,,Wed Jan 31 03:15:21 +0000 2018,,0,False,low,,958539170338754562,958539170338754562,,,,,,False,en,,,0,,,,,,0,0,False,"""Last year, I also pledged that we would work with our allies to extinguish ISIS from the face of the Earth,"" @POTUS says. ""One year later, I am proud to report that the coalition to defeat ISIS has liberated very close to 100% of the territory."" https://t.co/q18EZzVe9p #SOTU https://t.co/fR8mkSgP0G","""Last year, I also pledged that we would work with our allies to extinguish ISIS from the face of the Earth,""… https://t.co/WASdXSbuKt",CBSNews,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CBSNews: ""Last year, I also pledged that we would work with our allies to extinguish ISIS from the face of the Earth,"" @POTUS says. ""On…",1517368521662,False,pet1713,
,,Wed Jan 31 03:49:15 +0000 2018,,0,False,low,,958547702710718464,958547702710718464,,,,,,False,en,,,0,,,,,,0,0,False,"Tonight, I owe Donald Trump an apology.  Tonight, I was moved and inspired.  Tonight, I have hope and faith in America again.

It may go away tomorrow…
But tonight, America is great again.  #SOTU","Tonight, I owe Donald Trump an apology.  Tonight, I was moved and inspired.  Tonight, I have hope and faith in Amer… https://t.co/KfbCue88oQ",FrankLuntz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FrankLuntz: Tonight, I owe Donald Trump an apology.  Tonight, I was moved and inspired.  Tonight, I have hope and faith in America agai…",1517370555938,False,priceray,
,,Wed Jan 31 03:14:05 +0000 2018,,0,False,low,,958538851622014977,958538851622014977,,,,,,False,en,,,0,,,,,,0,0,False,,"Dems hissing and booing like Oberlin undergrads at Trump's call to end chain migration and diversity visa lottery.
#sotu",michellemalkin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @michellemalkin: Dems hissing and booing like Oberlin undergrads at Trump's call to end chain migration and diversity visa lottery.
#sotu",1517368445674,False,mccroreychris,
,,Wed Jan 31 02:44:31 +0000 2018,,0,False,low,,958531411186724864,958531411186724864,,,,,,False,en,,,0,,,,,,0,0,False,"Anyone catch this?  Melania Trump failed to stand with everyone else when Trump stated:  

""In America we know that faith and Family, not government and bureaucracy are the the center of Democracy""

#SOTU #StateofOurUnion https://t.co/lrsuVdWD48","Anyone catch this?  Melania Trump failed to stand with everyone else when Trump stated:  

""In America we know that… https://t.co/OSl9bCfxho",krassenstein,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @krassenstein: Anyone catch this?  Melania Trump failed to stand with everyone else when Trump stated:  

""In America we know that faith…",1517366671736,False,tammylynn1129,
,,Wed Jan 31 03:26:31 +0000 2018,"{'media': [{'id': 958541317642031104, 'id_str': '958541317642031104', 'indices': [115, 138], 'media_url': 'http://pbs.twimg.com/media/DU1sP_SWkAAT5q5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DU1sP_SWkAAT5q5.jpg', 'url': 'https://t.co/nmijw3lvlb', 'display_url': 'pic.twitter.com/nmijw3lvlb', 'expanded_url': 'https://twitter.com/charliekirk11/status/958541518326960129/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 401, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 708, 'resize': 'fit'}, 'large': {'w': 1952, 'h': 1152, 'resize': 'fit'}}, 'source_status_id': 958541518326960129, 'source_status_id_str': '958541518326960129', 'source_user_id': 292929271, 'source_user_id_str': '292929271'}]}",0,False,low,,958541980732153857,958541980732153857,,,,,,False,en,,False,0,,,,,,0,0,False,,"North Korea killed Otto 

Communism killed Otto 

Marxism is the great evil of our time 

#SOTU https://t.co/nmijw3lvlb",charliekirk11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @charliekirk11: North Korea killed Otto 

Communism killed Otto 

Marxism is the great evil of our time 

#SOTU https://t.co/nmijw3lvlb",1517369191712,False,GeorgetteGarci,
